City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
280,patterson,37.4716,-121.1297,30.53,14,0,2.26,US,1724867143
281,edd,13.9297,41.6925,31.42,65,100,1.82,ER,1724867183
282,ixtapa,20.7,-105.2,31.57,62,75,2.24,MX,1724867185
283,vadso,70.0744,29.7487,12.09,76,75,0.0,NO,1724867186
284,ilgaz,40.9251,33.6259,19.03,69,20,2.8,TR,1724867187
285,kindu,-2.95,25.95,28.17,54,76,2.06,CD,1724867188
286,keyser,39.4409,-78.9739,36.33,41,14,2.72,US,1724867021
287,ati,13.2154,18.3353,27.81,69,97,4.29,TD,1724867191
288,kiunga,-6.1219,141.2906,22.58,95,99,1.03,PG,1724867192
289,chonchi,-42.6128,-73.8092,12.01,64,4,2.67,CL,1724867193
290,lodja,-3.4833,23.4333,27.2,47,50,1.42,CD,1724867194
291,polyarnyy,69.1989,33.4478,12.05,67,99,3.76,RU,1724867195
292,chernyshevskiy,63.0128,112.4714,7.48,76,100,0.24,RU,1724867196
293,aasiaat,68.7098,-52.8699,4.27,81,100,1.84,GL,1724867197
294,nichinan,31.6,131.3667,26.57,94,100,16.18,JP,1724867198
295,sakakah,29.9697,40.2064,36.76,15,0,6.38,SA,1724867199
296,midvagur,62.0511,-7.1939,12.46,94,75,5.66,FO,1724867200
297,tejen,37.3834,60.5054,27.13,22,0,7.16,TM,1724866952
298,sitka,57.0531,-135.33,14.94,88,100,4.12,US,1724867202
299,velyka lepetykha,47.1757,33.9436,26.56,54,55,4.13,UA,1724867203
300,trevelin,-43.0858,-71.4639,11.44,49,0,1.23,AR,1724867205
301,scarborough,54.2797,-0.4044,22.74,73,100,1.34,GB,1724866843
302,cidreira,-30.1811,-50.2056,15.49,75,11,5.64,BR,1724867207
303,gisborne,-38.6533,178.0042,12.93,72,100,5.39,NZ,1724867036
304,hojai,26.0,92.8667,26.78,88,9,0.82,IN,1724867209
305,bochum,51.4833,7.2167,28.94,54,2,2.48,DE,1724867210
306,stanley,54.868,-1.6985,19.01,75,20,5.66,GB,1724867211
307,miches,18.9836,-69.0476,30.66,67,23,5.03,DO,1724867212
308,alofi,-19.0595,-169.9187,17.94,94,20,2.06,NU,1724867213
309,ha dong,20.9725,105.7772,30.01,82,71,2.34,VN,1724867214
310,champerico,14.3,-91.9167,27.71,80,98,1.79,GT,1724867215
311,nikolayevsk-on-amure,53.1406,140.73,15.82,93,50,1.6,RU,1724867218
312,kilinochchi,9.3961,80.3982,26.84,79,100,4.74,LK,1724867219
313,were ilu,10.6,39.4333,11.56,95,100,2.37,ET,1724867220
314,hirara,24.8,125.2833,28.92,94,40,2.06,JP,1724867221
315,popondetta,-8.7537,148.2534,21.85,89,1,1.26,PG,1724867222
316,taro,-8.3862,115.28,18.06,100,68,0.62,ID,1724867223
317,qulsary,46.9531,54.0198,25.05,24,0,3.84,KZ,1724867224
318,puerto santa,-8.9906,-78.6456,15.21,93,84,5.73,PE,1724867225
319,bocas del toro,9.3333,-82.25,28.8,72,3,2.97,PA,1724867226
320,coquimbo,-29.9533,-71.3436,13.88,75,100,2.57,CL,1724867155
321,paracuru,-3.41,-39.0306,28.43,62,76,7.22,BR,1724867229
322,breckenridge,32.7557,-98.9023,34.11,36,40,6.04,US,1724867230
323,bamboo flat,11.7,92.7167,26.05,89,100,3.09,IN,1724867232
324,qamdo,31.1667,97.2333,8.49,77,100,1.28,CN,1724867233
325,buncrana,55.1333,-7.45,16.87,82,53,4.03,IE,1724867234
326,labytnangi,66.6572,66.4183,13.77,58,76,2.55,RU,1724867235
327,pemangkat,1.1667,108.9667,25.3,91,100,9.47,ID,1724867236
328,vung tau,10.346,107.0843,26.28,87,100,4.59,VN,1724867237
329,rio grande,-32.035,-52.0986,14.32,70,0,4.7,BR,1724867238
330,holualoa,19.6228,-155.9522,23.82,86,20,3.6,US,1724867239
331,jinji,23.2281,110.8261,26.97,88,97,0.19,CN,1724867240
332,greymouth,-42.4667,171.2,11.76,97,94,5.45,NZ,1724867241
333,uray,60.1247,64.7758,14.49,94,100,3.24,RU,1724867242
334,port lincoln,-34.7333,135.8667,12.1,71,68,3.92,AU,1724867243
335,ashland,40.8167,-82.2665,32.37,61,19,2.58,US,1724867153
336,yorosso,12.3536,-4.7761,25.82,79,100,3.7,ML,1724867246
337,siem reap,13.5,104.0,24.74,93,98,2.15,KH,1724867247
338,palikir - national government center,6.9248,158.1611,24.41,88,100,1.54,FM,1724867248
339,goksun,38.021,36.4973,21.54,74,7,2.64,TR,1724867249
340,san antonio de pale,-1.4014,5.6325,23.64,76,71,4.04,GQ,1724867250
341,sur,22.5667,59.5289,31.67,57,54,2.07,OM,1724867251
342,lazaro cardenas,17.9583,-102.2,31.34,62,84,2.84,MX,1724867252
343,mungwi,-10.1732,31.3694,23.29,34,40,1.8,ZM,1724867253
344,isangel,-19.55,169.2667,21.44,73,24,4.74,VU,1724867254
345,huanggang,23.677,116.9996,26.88,90,100,0.64,CN,1724867255
346,izazi,-7.2,35.7333,27.03,48,18,2.65,TZ,1724867256
347,hadibu,12.65,54.0333,27.28,74,76,8.09,YE,1724867257
348,nemuro,43.3236,145.575,17.28,100,100,1.57,JP,1724867258
349,novocherkassk,47.4181,40.0939,27.01,26,0,6.0,RU,1724867074
350,fada,7.25,4.0667,27.37,78,20,5.14,NG,1724867261
351,beni saf,35.301,-1.3823,28.71,60,2,3.32,DZ,1724867262
352,sao vicente,-23.9631,-46.3919,20.55,26,20,3.09,BR,1724867263
353,keflavik,64.0049,-22.5624,11.24,71,75,7.2,IS,1724867264
354,vilhena,-12.7406,-60.1458,33.12,24,40,2.06,BR,1724867265
355,sovetskaya gavan',48.9723,140.2878,15.58,93,49,1.4,RU,1724867266
356,el hadjira,32.6134,5.5126,35.71,19,20,3.85,DZ,1724867267
357,bonthe,7.5264,-12.505,23.73,93,100,0.81,SL,1724867269
358,kirishi,59.4471,32.0205,15.06,79,37,1.64,RU,1724867270
359,aromashevo,56.8602,68.6375,16.16,92,89,4.14,RU,1724867271
360,madang,-5.2246,145.7966,24.88,88,81,0.92,PG,1724867273
361,guanambi,-14.2233,-42.7814,27.03,44,46,5.92,BR,1724867274
362,rongelap,11.1635,166.8941,28.34,77,100,4.81,MH,1724867275
363,arteche,12.2645,125.4048,25.28,92,100,1.33,PH,1724867276
364,zaozhuang,34.8647,117.5542,21.09,91,5,2.07,CN,1724867277
365,urangan,-25.3,152.9,20.1,88,1,6.11,AU,1724867278
366,pala,9.3642,14.9046,22.58,94,100,1.81,TD,1724867279
367,kamiiso,41.8167,140.65,19.21,94,20,3.09,JP,1724867280
368,siklos,45.855,18.2975,30.58,61,0,2.06,HU,1724867281
369,saldanha,-33.0117,17.9442,7.03,49,100,8.07,ZA,1724867282
370,sterling,39.0062,-77.4286,36.25,46,75,2.24,US,1724867283
371,shushtar,32.0455,48.8567,40.56,10,13,5.67,IR,1724867284
372,ta`u,-14.2336,-169.5144,25.57,82,17,4.47,AS,1724867286
373,yuzhno-kurilsk,44.0306,145.8556,17.74,97,100,1.7,RU,1724867287
374,zunyi,27.6867,106.9072,21.83,90,7,1.6,CN,1724867288
375,kavaratti,10.5669,72.642,26.98,89,90,5.38,IN,1724867289
376,halden,59.1226,11.3871,17.09,76,98,1.23,NO,1724867291
377,tselinnoye,53.0833,85.6667,14.88,62,100,1.14,RU,1724867292
378,mount isa,-20.7333,139.5,11.87,62,100,0.51,AU,1724867293
379,ancud,-41.8697,-73.8203,8.96,73,0,6.14,CL,1724867294
380,riosucio,5.4216,-75.7032,28.62,37,11,0.41,CO,1724867295
381,aktau,43.65,51.2,25.32,33,0,5.11,KZ,1724867296
382,howard springs,-12.497,131.047,23.95,89,7,1.83,AU,1724867297
383,zapala,-38.8992,-70.0544,10.62,40,8,4.81,AR,1724867224
384,aleksandrovsk-sakhalinskiy,50.8975,142.1561,16.28,93,37,5.64,RU,1724867300
385,alamos,27.0167,-108.9333,34.64,41,2,1.17,MX,1724867301
386,quellon,-43.1167,-73.6167,11.65,67,5,3.12,CL,1724867302
387,floresta,-8.6011,-38.5686,32.65,23,30,9.09,BR,1724867303
388,wuhai,39.6647,106.8122,24.9,58,38,8.95,CN,1724867304
389,sabang,5.8933,95.3214,28.6,74,94,9.49,ID,1724867305
390,ermelo,-26.5333,29.9833,14.47,20,0,2.48,ZA,1724867306
391,t'q'ibuli,42.3512,42.9987,19.57,71,6,1.93,GE,1724867308
392,siwa oasis,29.2041,25.5195,35.84,21,16,3.6,EG,1724867310
393,saint-pierre,-21.3393,55.4781,19.82,68,20,1.54,RE,1724867311
394,parral,26.9333,-105.6667,25.04,37,71,2.76,MX,1724867312
395,argo,37.6333,22.7333,26.59,53,81,1.68,GR,1724867313
396,kayangel,8.0823,134.7173,27.84,78,100,2.6,PW,1724867314
397,ghat,24.9647,10.1728,37.42,13,54,4.76,LY,1724867315
398,la libertad,-2.2333,-80.9,20.81,88,75,4.12,EC,1724866899
399,roswell,34.0232,-84.3616,35.24,45,20,1.54,US,1724867038
400,ciudad lazaro cardenas,17.9583,-102.2,31.34,62,84,2.84,MX,1724867319
401,wailua homesteads,22.0669,-159.378,25.44,88,40,3.09,US,1724867320
402,capitan bado,-23.2667,-55.5333,30.15,18,18,4.34,PY,1724867321
403,skeldon,5.8833,-57.1333,30.13,62,77,3.28,GY,1724867322
404,carutapera,-1.195,-46.02,29.57,64,65,5.27,BR,1724867323
405,kristiansund,63.1115,7.732,17.36,82,0,2.57,NO,1724867324
406,kenitra,34.261,-6.5802,24.42,75,1,4.67,MA,1724867325
407,cancale,48.676,-1.8523,20.84,82,0,4.63,FR,1724867326
408,lerwick,60.1545,-1.1494,13.55,93,70,9.74,GB,1724867327
409,santa ana,33.7456,-117.8678,23.7,77,100,0.89,US,1724867117
410,sioux city,42.5,-96.4003,26.77,74,0,4.63,US,1724867307
411,lompoc,34.6391,-120.4579,17.94,83,40,3.09,US,1724867330
412,golfito,8.639,-83.166,28.97,67,15,2.79,CR,1724867331
413,esperanza,19.5847,-70.9849,36.49,35,11,3.81,DO,1724867332
414,jincheng,35.5022,112.8328,19.52,81,49,0.61,CN,1724867334
415,wainwright,52.839,-110.8572,15.11,81,100,3.25,CA,1724867335
416,luganville,-15.5333,167.1667,23.32,77,74,5.37,VU,1724867336
417,dalandzadgad,43.5708,104.425,24.55,33,0,2.68,MN,1724867337
418,taltal,-25.4,-70.4833,15.03,70,10,2.53,CL,1724867338
419,bangar,16.8936,120.4243,25.39,91,100,1.87,PH,1724867339
420,shukat as sufi,31.26,34.2826,27.63,63,47,3.84,PS,1724867340
421,hacienda huancane,-15.8222,-70.8856,14.47,10,39,7.45,PE,1724867341
422,sucua,-2.4667,-78.1667,27.41,50,40,2.57,EC,1724867342
423,bubaque,11.2833,-15.8333,25.46,85,100,4.86,GW,1724867344
424,vredendal,-31.6683,18.5012,8.72,61,37,4.57,ZA,1724867345
425,praia,14.9215,-23.5087,29.3,70,40,3.6,CV,1724867347
426,murzuq,25.9155,13.9184,35.02,14,1,4.13,LY,1724867348
427,concepcion,-36.827,-73.0498,12.89,71,0,5.14,CL,1724867195
428,tyup,42.7276,78.3648,14.84,69,82,1.54,KG,1724867350
429,baykal'sk,51.5058,104.1469,12.86,92,100,0.71,RU,1724867351
430,sosnovoborsk,56.1325,93.3589,12.82,93,97,2.57,RU,1724867352
431,kuqa,41.7278,82.9364,27.64,32,77,2.84,CN,1724867353
432,jackson,42.4165,-122.8345,20.4,58,0,0.89,US,1724867354
433,korla,41.7597,86.1469,29.95,27,64,4.74,CN,1724867355
434,jiuquan,39.7432,98.5174,25.03,31,35,0.13,CN,1724867356
435,la passe,45.5549,-0.8967,21.68,72,57,4.24,FR,1724867357
436,suva,-18.1416,178.4415,16.71,100,20,2.06,FJ,1724867227
437,balabac,7.9868,117.0645,26.11,89,98,6.73,PH,1724867360
438,inhambane,-23.865,35.3833,25.0,94,20,7.2,MZ,1724867361
439,aykhal,66.0,111.5,6.01,86,99,1.64,RU,1724867363
440,terrace,54.5163,-128.6035,12.95,82,75,4.63,CA,1724867364
441,port saint john's,-31.6229,29.5448,16.21,48,3,8.98,ZA,1724867365
442,arinos,-15.9169,-46.1056,33.3,20,0,4.05,BR,1724867366
443,puerto aysen,-45.4,-72.7,7.91,94,99,2.02,CL,1724867367
444,port hedland,-20.3167,118.5667,22.03,46,21,4.63,AU,1724867368
445,yanchep,-31.55,115.6833,17.63,88,81,7.51,AU,1724867369
446,malanje,-9.5402,16.341,25.88,17,11,2.18,AO,1724867370
447,muzo,5.5353,-74.1078,30.66,48,42,1.83,CO,1724867371
448,harlingen,26.1906,-97.6961,33.05,94,100,0.0,US,1724867334
449,zhezqazghan,47.7833,67.7667,18.74,38,8,8.01,KZ,1724867374
450,preston,53.7667,-2.7167,18.9,77,20,3.09,GB,1724867375
451,novoaltaysk,53.3917,83.9363,14.67,73,99,2.4,RU,1724867376
452,tamanrasset,22.785,5.5228,28.95,34,40,5.66,DZ,1724867378
453,payson,40.0444,-111.7321,28.47,20,0,2.06,US,1724867379
454,prakhon chai,14.6059,103.1208,24.27,91,99,2.55,TH,1724867380
455,conception bay south,47.4999,-52.9981,23.58,71,26,7.79,CA,1724867304
456,lensk,60.7253,114.9278,9.46,99,100,1.78,RU,1724867382
457,cole harbour,44.6724,-63.4751,18.31,93,100,8.75,CA,1724867383
458,saynshand,44.8824,110.1163,24.19,36,1,4.08,MN,1724867384
459,namtsy,62.7161,129.6658,8.45,72,100,1.92,RU,1724867385
460,yarmouth,41.7057,-70.2286,29.54,74,0,7.72,US,1724867386
461,palmer,42.1584,-72.3287,31.36,53,75,7.72,US,1724867388
462,cervantes,-39.05,-67.3833,16.04,39,31,3.56,AR,1724867306
463,saint-philippe,-21.3585,55.7679,20.94,71,47,7.34,RE,1724867390
464,vanimo,-2.6741,141.3028,25.57,93,55,2.21,PG,1724867391
465,camana,-16.6228,-72.7111,16.7,81,53,4.26,PE,1724867392
466,mhamid,29.82,-5.72,42.17,6,0,6.03,MA,1724867393
467,bogale,16.2833,95.4,25.45,93,50,2.78,MM,1724867394
468,shangzhi,45.2167,127.9667,16.73,93,3,1.03,CN,1724867395
469,xiaoshi,41.2971,124.1209,18.12,92,17,1.19,CN,1724867396
470,elbistan,38.2059,37.1983,25.84,48,9,3.37,TR,1724867397
471,canguaretama,-6.38,-35.1289,26.95,61,75,8.95,BR,1724867398
472,rabo de peixe,37.8,-25.5833,25.73,57,20,5.66,PT,1724867400
473,mar del plata,-38.0023,-57.5575,13.01,83,0,6.26,AR,1724866828
474,thurles,52.6819,-7.8022,16.89,77,39,5.66,IE,1724867403
475,birobidzhan,48.8,132.95,17.24,96,100,2.02,RU,1724867404
476,ust'-ilimsk,58.0006,102.6619,8.26,98,84,1.1,RU,1724867405
477,mayqayyng,51.4625,75.7986,15.27,70,51,2.78,KZ,1724867406
478,akrehamn,59.2667,5.1833,20.14,60,0,7.2,NO,1724867407
479,weining,26.85,104.2333,16.43,93,73,1.58,CN,1724867408
480,ust'-kut,56.7938,105.7672,11.61,97,76,1.57,RU,1724867409
481,taulaga,-11.0553,-171.0883,27.43,76,6,6.45,AS,1724867410
482,tupiza,-21.45,-65.7167,22.17,7,23,9.59,BO,1724867411
483,solnechnyy,50.7214,136.6319,16.12,96,100,2.36,RU,1724867412
484,povarovo,56.0667,37.05,20.79,69,10,2.64,RU,1724867413
485,puerto colombia,10.9878,-74.9547,33.05,68,45,5.52,CO,1724867199
486,ar rutbah,33.0381,40.2848,30.53,15,0,3.76,IQ,1724867416
487,al majaridah,19.1236,41.9111,29.58,77,92,1.39,SA,1724867417
488,rincon,32.296,-81.2354,33.91,64,75,1.54,US,1724867418
489,yelizovo,53.1873,158.3805,10.08,93,0,1.0,RU,1724867419
490,longboat key,27.4125,-82.659,33.94,58,20,2.57,US,1724867181
491,belaya kholunitsa,58.84,50.8528,13.6,81,11,2.4,RU,1724867421
492,chaohu,31.6,117.8667,24.56,93,13,2.48,CN,1724867422
493,funafuti,-8.5243,179.1942,27.0,83,75,0.0,TV,1724867423
494,contramaestre,20.2978,-76.2414,36.68,34,9,3.23,CU,1724867425
495,meze,43.425,3.6059,27.2,85,2,2.13,FR,1724867160
496,undurkhaan,47.3194,110.6556,15.0,96,100,5.48,MN,1724867427
497,newmains,55.7667,-3.8833,13.71,88,63,4.42,GB,1724867428
498,bodo,67.28,14.405,13.21,93,75,9.77,NO,1724867429
499,swainsboro,32.5974,-82.3337,32.03,51,75,1.54,US,1724867376
500,san sebastian de la gomera,28.0916,-17.1133,25.2,73,0,4.63,ES,1724867431
501,fortuna,40.5982,-124.1573,19.51,77,0,0.0,US,1724867432
502,nova vicosa,-17.8919,-39.3719,23.97,65,33,5.48,BR,1724867433
503,san pedro pochutla,15.7333,-96.4667,32.84,47,46,2.94,MX,1724867150
504,ouarzazat,30.9189,-6.8934,35.16,10,40,11.32,MA,1724867435
505,malvan,16.0667,73.4667,26.73,86,13,7.84,IN,1724867436
506,gaspe,48.8334,-64.4819,18.12,52,40,5.66,CA,1724867437
507,flying fish cove,-10.4217,105.6791,24.82,83,100,5.66,CX,1724867438
508,awjilah,29.1081,21.2869,36.15,21,2,3.26,LY,1724867440
509,aral,40.5156,81.2636,28.99,36,94,2.5,CN,1724867441
510,kafir qala,34.6667,61.0667,25.9,22,0,10.1,AF,1724867442
511,new norfolk,-42.7826,147.0587,8.29,97,100,4.57,AU,1724867443
512,klyavlino,54.2649,52.0267,19.04,64,12,1.97,RU,1724867444
513,luanda,-8.8368,13.2343,23.0,73,0,4.12,AO,1724867208
514,smara,26.7384,-11.6719,28.83,31,30,8.85,EH,1724867446
515,shubarkuduk,49.1447,56.4872,21.23,37,0,2.82,KZ,1724867447
516,las tejerias,10.2524,-67.1847,28.06,65,68,2.58,VE,1724867231
517,khandyga,62.6667,135.6,8.49,80,100,2.19,RU,1724867449
518,kununurra,-15.7667,128.7333,20.99,60,49,2.06,AU,1724867450
519,yaren,-0.5472,166.916,28.7,68,100,6.2,NR,1724867451
520,debark',13.1561,37.8981,10.73,90,97,0.18,ET,1724867452
521,margate,51.3813,1.3862,24.93,56,81,3.22,GB,1724867444
522,merida,20.9667,-89.6167,33.34,67,91,1.34,MX,1724867455
523,saudarkrokur,65.7461,-19.6394,6.83,93,100,5.65,IS,1724867456
524,firuzabad,28.8438,52.5707,31.33,33,19,2.66,IR,1724867457
525,zhangjiakou shi xuanhua qu,40.6103,115.0447,18.9,82,21,1.98,CN,1724867458
526,chikmagalur,13.3167,75.7833,18.5,96,98,2.75,IN,1724867459
527,balakhta,55.38,91.6,9.93,94,74,1.41,RU,1724867460
528,utebo,41.7139,-0.9949,33.63,40,0,7.72,ES,1724867461
529,bukama,-9.2,25.85,29.31,21,10,0.6,CD,1724867462
530,capo d'orlando,38.1435,14.7305,26.25,63,100,4.17,IT,1724867463
531,mahina,-17.5065,-149.489,26.87,65,20,0.51,PF,1724867464
532,eureka,40.8021,-124.1637,16.81,81,0,0.89,US,1724867247
533,barbacoas,1.6715,-78.1398,31.15,64,58,2.43,CO,1724867466
534,ozalp,38.6548,43.993,20.43,34,68,3.02,TR,1724867467
535,plettenberg bay,-34.0527,23.3716,10.3,56,73,7.9,ZA,1724867469
536,damara,4.9608,18.7035,22.97,90,100,0.95,CF,1724867470
537,tsetserleg,47.475,101.4542,9.89,81,17,2.23,MN,1724867471
538,temiskaming shores,47.4938,-79.7153,13.89,36,38,3.67,CA,1724867472
539,northam,51.0333,-4.2167,17.56,88,47,5.73,GB,1724867473
540,portland,45.5234,-122.6762,18.68,68,20,2.57,US,1724867465
541,kyneton,-37.25,144.4333,5.69,93,99,0.45,AU,1724867475
542,ilebo,-4.3167,20.5833,29.61,40,60,1.61,CD,1724867476
543,santiago de cuba,20.0247,-75.8219,32.06,62,75,3.6,CU,1724867477
544,lhasa,29.65,91.1,11.85,82,93,0.39,CN,1724867478
545,marsh harbour,26.5412,-77.0636,29.2,71,4,6.01,BS,1724867479
546,moranbah,-22.0016,148.0466,16.28,85,30,0.53,AU,1724867480
547,freetown,8.484,-13.2299,22.84,94,75,1.54,SL,1724867424
548,caister-on-sea,52.6481,1.7265,21.69,69,75,3.76,GB,1724867482
549,vila franca do campo,37.7167,-25.4333,26.23,57,51,2.25,PT,1724867484
550,cafayate,-26.073,-65.9761,22.06,16,0,6.08,AR,1724867485
551,lagunillas,10.1301,-71.2595,30.36,71,85,3.5,VE,1724867486
552,togur,58.3631,82.8265,12.7,90,56,1.95,RU,1724867487
553,dikwa,12.024,13.9165,25.13,84,99,4.22,NG,1724867488
554,kashgar,39.4547,75.9797,25.56,50,75,1.0,CN,1724867489
555,kalodzishchy,53.944,27.7823,22.73,68,0,3.0,BY,1724867490
556,coihueco,-36.6167,-71.8333,12.41,67,0,3.6,CL,1724867491
557,konarka,19.9,86.1167,27.02,86,98,2.62,IN,1724867492
558,charters towers,-20.1,146.2667,16.2,94,0,2.03,AU,1724867493
559,mitu,1.1983,-70.1733,30.01,57,94,1.89,CO,1724867494
560,luebo,-5.35,21.4167,30.76,25,32,1.16,CD,1724867495
561,nguruka,-5.1092,31.0419,26.48,40,77,0.26,TZ,1724867496
562,twon-brass,4.3151,6.2418,25.59,82,75,4.74,NG,1724867498
563,bengkulu,-3.8004,102.2655,24.63,87,100,3.9,ID,1724867499
